Date,Commodity,Price
2020-11-16,Steel_Futures_HRC,719.0
2020-11-17,Steel_Futures_HRC,717.0
2020-11-18,Steel_Futures_HRC,715.0
2020-11-19,Steel_Futures_HRC,718.0
2020-11-20,Steel_Futures_HRC,718.0
2020-11-23,Steel_Futures_HRC,719.0
2020-11-24,Steel_Futures_HRC,719.0
2020-11-25,Steel_Futures_HRC,800.0
2020-11-27,Steel_Futures_HRC,798.0
2020-11-30,Steel_Futures_HRC,800.0
2020-12-01,Steel_Futures_HRC,800.0
2020-12-02,Steel_Futures_HRC,811.0
2020-12-03,Steel_Futures_HRC,812.0
2020-12-04,Steel_Futures_HRC,815.0
2020-12-07,Steel_Futures_HRC,814.0
2020-12-08,Steel_Futures_HRC,814.0
2020-12-09,Steel_Futures_HRC,847.0
2020-12-10,Steel_Futures_HRC,850.0
2020-12-11,Steel_Futures_HRC,852.0
2020-12-14,Steel_Futures_HRC,851.0
2020-12-15,Steel_Futures_HRC,862.0
2020-12-16,Steel_Futures_HRC,885.0
2020-12-17,Steel_Futures_HRC,875.0
2020-12-18,Steel_Futures_HRC,875.0
2020-12-21,Steel_Futures_HRC,880.0
2020-12-22,Steel_Futures_HRC,871.0
2020-12-23,Steel_Futures_HRC,885.0
2020-12-24,Steel_Futures_HRC,885.0
2020-12-28,Steel_Futures_HRC,888.0
2020-12-29,Steel_Futures_HRC,867.0
2020-12-30,Steel_Futures_HRC,1015.0
2020-12-31,Steel_Futures_HRC,1005.0
2021-01-04,Steel_Futures_HRC,1023.0
2021-01-05,Steel_Futures_HRC,1072.0
2021-01-06,Steel_Futures_HRC,1053.0
2021-01-07,Steel_Futures_HRC,1066.0
2021-01-08,Steel_Futures_HRC,1070.0
2021-01-11,Steel_Futures_HRC,1065.0
2021-01-12,Steel_Futures_HRC,1064.0
2021-01-13,Steel_Futures_HRC,1060.0
2021-01-14,Steel_Futures_HRC,1060.0
2021-01-15,Steel_Futures_HRC,1066.0
2021-01-19,Steel_Futures_HRC,1065.0
2021-01-20,Steel_Futures_HRC,1060.0
2021-01-21,Steel_Futures_HRC,1063.0
2021-01-22,Steel_Futures_HRC,1058.0
2021-01-25,Steel_Futures_HRC,1063.0
2021-01-26,Steel_Futures_HRC,1063.0
2021-01-27,Steel_Futures_HRC,1115.0
2021-01-28,Steel_Futures_HRC,1138.0
2021-01-29,Steel_Futures_HRC,1149.0
2021-02-01,Steel_Futures_HRC,1152.0
2021-02-02,Steel_Futures_HRC,1157.0
2021-02-03,Steel_Futures_HRC,1148.0
2021-02-04,Steel_Futures_HRC,1151.0
2021-02-05,Steel_Futures_HRC,1157.0
2021-02-08,Steel_Futures_HRC,1160.0
2021-02-09,Steel_Futures_HRC,1172.0
2021-02-10,Steel_Futures_HRC,1173.0
2021-02-11,Steel_Futures_HRC,1175.0
2021-02-12,Steel_Futures_HRC,1170.0
2021-02-16,Steel_Futures_HRC,1170.0
2021-02-17,Steel_Futures_HRC,1162.0
2021-02-18,Steel_Futures_HRC,1162.0
2021-02-19,Steel_Futures_HRC,1162.0
2021-02-22,Steel_Futures_HRC,1165.0
2021-02-23,Steel_Futures_HRC,1165.0
2021-02-24,Steel_Futures_HRC,1263.0
2021-02-25,Steel_Futures_HRC,1260.0
2021-02-26,Steel_Futures_HRC,1264.0
2021-03-01,Steel_Futures_HRC,1260.0
2021-03-02,Steel_Futures_HRC,1270.0
2021-03-03,Steel_Futures_HRC,1266.0
2021-03-04,Steel_Futures_HRC,1268.0
2021-03-05,Steel_Futures_HRC,1260.0
2021-03-08,Steel_Futures_HRC,1264.0
2021-03-09,Steel_Futures_HRC,1260.0
2021-03-10,Steel_Futures_HRC,1258.0
2021-03-11,Steel_Futures_HRC,1258.0
2021-03-12,Steel_Futures_HRC,1258.0
2021-03-15,Steel_Futures_HRC,1258.0
2021-03-16,Steel_Futures_HRC,1258.0
2021-03-17,Steel_Futures_HRC,1258.0
2021-03-18,Steel_Futures_HRC,1258.0
2021-03-19,Steel_Futures_HRC,1266.0
2021-03-22,Steel_Futures_HRC,1265.0
2021-03-23,Steel_Futures_HRC,1268.0
2021-03-24,Steel_Futures_HRC,1272.0
2021-03-25,Steel_Futures_HRC,1272.0
2021-03-26,Steel_Futures_HRC,1271.0
2021-03-29,Steel_Futures_HRC,1271.0
2021-03-30,Steel_Futures_HRC,1277.0
2021-03-31,Steel_Futures_HRC,1348.0
2021-04-01,Steel_Futures_HRC,1345.0
2021-04-05,Steel_Futures_HRC,1345.0
2021-04-06,Steel_Futures_HRC,1360.0
2021-04-07,Steel_Futures_HRC,1355.0
2021-04-08,Steel_Futures_HRC,1350.0
2021-04-09,Steel_Futures_HRC,1350.0
2021-04-12,Steel_Futures_HRC,1354.0
2021-04-13,Steel_Futures_HRC,1357.0
2021-04-14,Steel_Futures_HRC,1358.0
2021-04-15,Steel_Futures_HRC,1359.0
2021-04-16,Steel_Futures_HRC,1359.0
2021-04-19,Steel_Futures_HRC,1364.0
2021-04-20,Steel_Futures_HRC,1354.0
2021-04-21,Steel_Futures_HRC,1360.0
2021-04-22,Steel_Futures_HRC,1363.0
2021-04-23,Steel_Futures_HRC,1363.0
2021-04-26,Steel_Futures_HRC,1360.0
2021-04-27,Steel_Futures_HRC,1360.0
2021-04-28,Steel_Futures_HRC,1500.0
2021-04-29,Steel_Futures_HRC,1500.0
2021-04-30,Steel_Futures_HRC,1505.0
2021-05-03,Steel_Futures_HRC,1492.0
2021-05-04,Steel_Futures_HRC,1504.0
2021-05-05,Steel_Futures_HRC,1508.0
2021-05-06,Steel_Futures_HRC,1519.0
2021-05-07,Steel_Futures_HRC,1519.0
2021-05-10,Steel_Futures_HRC,1519.0
2021-05-11,Steel_Futures_HRC,1519.0
2021-05-12,Steel_Futures_HRC,1510.0
2021-05-13,Steel_Futures_HRC,1500.0
2021-05-14,Steel_Futures_HRC,1505.0
2021-05-17,Steel_Futures_HRC,1490.0
2021-05-18,Steel_Futures_HRC,1496.0
2021-05-19,Steel_Futures_HRC,1509.0
2021-05-20,Steel_Futures_HRC,1512.0
2021-05-21,Steel_Futures_HRC,1512.0
2021-05-24,Steel_Futures_HRC,1512.0
2021-05-25,Steel_Futures_HRC,1515.0
2021-05-26,Steel_Futures_HRC,1670.0
2021-05-27,Steel_Futures_HRC,1665.0
2021-05-28,Steel_Futures_HRC,1665.0
2021-06-01,Steel_Futures_HRC,1654.0
2021-06-02,Steel_Futures_HRC,1658.0
2021-06-03,Steel_Futures_HRC,1650.0
2021-06-04,Steel_Futures_HRC,1653.0
2021-06-07,Steel_Futures_HRC,1648.0
2021-06-08,Steel_Futures_HRC,1650.0
2021-06-09,Steel_Futures_HRC,1650.0
2021-06-10,Steel_Futures_HRC,1647.0
2021-06-11,Steel_Futures_HRC,1647.0
2021-06-14,Steel_Futures_HRC,1655.0
2021-06-15,Steel_Futures_HRC,1658.0
2021-06-16,Steel_Futures_HRC,1660.0
2021-06-17,Steel_Futures_HRC,1660.0
2021-06-18,Steel_Futures_HRC,1661.0
2021-06-21,Steel_Futures_HRC,1661.0
2021-06-22,Steel_Futures_HRC,1658.0
2021-06-23,Steel_Futures_HRC,1658.0
2021-06-24,Steel_Futures_HRC,1664.0
2021-06-25,Steel_Futures_HRC,1664.0
2021-06-28,Steel_Futures_HRC,1664.0
2021-06-29,Steel_Futures_HRC,1662.0
2021-06-30,Steel_Futures_HRC,1810.0
2021-07-01,Steel_Futures_HRC,1808.0
2021-07-02,Steel_Futures_HRC,1789.0
2021-07-06,Steel_Futures_HRC,1800.0
2021-07-07,Steel_Futures_HRC,1785.0
2021-07-08,Steel_Futures_HRC,1780.0
2021-07-09,Steel_Futures_HRC,1790.0
2021-07-12,Steel_Futures_HRC,1790.0
2021-07-13,Steel_Futures_HRC,1792.0
2021-07-14,Steel_Futures_HRC,1780.0
2021-07-15,Steel_Futures_HRC,1780.0
2021-07-16,Steel_Futures_HRC,1780.0
2021-07-19,Steel_Futures_HRC,1775.0
2021-07-20,Steel_Futures_HRC,1780.0
2021-07-21,Steel_Futures_HRC,1780.0
2021-07-22,Steel_Futures_HRC,1780.0
2021-07-23,Steel_Futures_HRC,1780.0
2021-07-26,Steel_Futures_HRC,1781.0
2021-07-27,Steel_Futures_HRC,1786.0
2021-07-28,Steel_Futures_HRC,1880.0
2021-07-29,Steel_Futures_HRC,1888.0
2021-07-30,Steel_Futures_HRC,1888.0
2021-08-02,Steel_Futures_HRC,1859.0
2021-08-03,Steel_Futures_HRC,1840.0
2021-08-04,Steel_Futures_HRC,1870.0
2021-08-05,Steel_Futures_HRC,1870.0
2021-08-06,Steel_Futures_HRC,1885.0
2021-08-09,Steel_Futures_HRC,1885.0
2021-08-10,Steel_Futures_HRC,1883.0
2021-08-11,Steel_Futures_HRC,1881.0
2021-08-12,Steel_Futures_HRC,1880.0
2021-08-13,Steel_Futures_HRC,1880.0
2021-08-16,Steel_Futures_HRC,1895.0
2021-08-17,Steel_Futures_HRC,1885.0
2021-08-18,Steel_Futures_HRC,1887.0
2021-08-19,Steel_Futures_HRC,1880.0
2021-08-20,Steel_Futures_HRC,1880.0
2021-08-23,Steel_Futures_HRC,1884.0
2021-08-24,Steel_Futures_HRC,1881.0
2021-08-25,Steel_Futures_HRC,1935.0
2021-08-26,Steel_Futures_HRC,1936.0
2021-08-27,Steel_Futures_HRC,1941.0
2021-08-30,Steel_Futures_HRC,1939.0
2021-08-31,Steel_Futures_HRC,1945.0
2021-09-01,Steel_Futures_HRC,1939.0
2021-09-02,Steel_Futures_HRC,1943.0
2021-09-03,Steel_Futures_HRC,1941.0
2021-09-07,Steel_Futures_HRC,1923.0
2021-09-08,Steel_Futures_HRC,1923.0
2021-09-09,Steel_Futures_HRC,1927.0
2021-09-10,Steel_Futures_HRC,1927.0
2021-09-13,Steel_Futures_HRC,1925.0
2021-09-14,Steel_Futures_HRC,1930.0
2021-09-15,Steel_Futures_HRC,1923.0
2021-09-16,Steel_Futures_HRC,1923.0
2021-09-17,Steel_Futures_HRC,1936.0
2021-09-20,Steel_Futures_HRC,1935.0
2021-09-21,Steel_Futures_HRC,1935.0
2021-09-22,Steel_Futures_HRC,1935.0
2021-09-23,Steel_Futures_HRC,1930.0
2021-09-24,Steel_Futures_HRC,1933.0
2021-09-27,Steel_Futures_HRC,1935.0
2021-09-28,Steel_Futures_HRC,1929.0
2021-09-29,Steel_Futures_HRC,1900.0
2021-09-30,Steel_Futures_HRC,1900.0
2021-10-01,Steel_Futures_HRC,1916.0
2021-10-04,Steel_Futures_HRC,1917.0
2021-10-05,Steel_Futures_HRC,1910.0
2021-10-06,Steel_Futures_HRC,1889.0
2021-10-07,Steel_Futures_HRC,1881.0
2021-10-08,Steel_Futures_HRC,1882.0
2021-10-11,Steel_Futures_HRC,1898.0
2021-10-12,Steel_Futures_HRC,1899.0
2021-10-13,Steel_Futures_HRC,1895.0
2021-10-14,Steel_Futures_HRC,1897.0
2021-10-15,Steel_Futures_HRC,1898.0
2021-10-18,Steel_Futures_HRC,1893.0
2021-10-19,Steel_Futures_HRC,1895.0
2021-10-20,Steel_Futures_HRC,1900.0
2021-10-21,Steel_Futures_HRC,1902.0
2021-10-22,Steel_Futures_HRC,1904.0
2021-10-25,Steel_Futures_HRC,1903.0
2021-10-26,Steel_Futures_HRC,1911.0
2021-10-27,Steel_Futures_HRC,1776.0
2021-10-28,Steel_Futures_HRC,1798.0
2021-10-29,Steel_Futures_HRC,1803.0
2021-11-01,Steel_Futures_HRC,1798.0
2021-11-02,Steel_Futures_HRC,1780.0
2021-11-03,Steel_Futures_HRC,1785.0
2021-11-04,Steel_Futures_HRC,1790.0
2021-11-05,Steel_Futures_HRC,1790.0
2021-11-08,Steel_Futures_HRC,1805.0
2021-11-09,Steel_Futures_HRC,1805.0
2021-11-10,Steel_Futures_HRC,1809.0
2021-11-11,Steel_Futures_HRC,1813.0
2021-11-12,Steel_Futures_HRC,1812.0
2021-11-15,Steel_Futures_HRC,1801.0
2021-11-16,Steel_Futures_HRC,1802.0
2021-11-17,Steel_Futures_HRC,1798.0
2021-11-18,Steel_Futures_HRC,1798.0
2021-11-19,Steel_Futures_HRC,1800.0
2021-11-22,Steel_Futures_HRC,1802.0
2021-11-23,Steel_Futures_HRC,1805.0
2021-11-24,Steel_Futures_HRC,1661.0
2021-11-26,Steel_Futures_HRC,1605.0
2021-11-29,Steel_Futures_HRC,1606.0
2021-11-30,Steel_Futures_HRC,1610.0
2021-12-01,Steel_Futures_HRC,1594.0
2021-12-02,Steel_Futures_HRC,1600.0
2021-12-03,Steel_Futures_HRC,1615.0
2021-12-06,Steel_Futures_HRC,1616.0
2021-12-07,Steel_Futures_HRC,1620.0
2021-12-08,Steel_Futures_HRC,1616.0
2021-12-09,Steel_Futures_HRC,1610.0
2021-12-10,Steel_Futures_HRC,1606.0
2021-12-13,Steel_Futures_HRC,1607.0
2021-12-14,Steel_Futures_HRC,1608.0
2021-12-15,Steel_Futures_HRC,1630.0
2021-12-16,Steel_Futures_HRC,1640.0
2021-12-17,Steel_Futures_HRC,1647.0
2021-12-20,Steel_Futures_HRC,1636.0
2021-12-21,Steel_Futures_HRC,1638.0
2021-12-22,Steel_Futures_HRC,1615.0
2021-12-23,Steel_Futures_HRC,1616.0
2021-12-27,Steel_Futures_HRC,1615.0
2021-12-28,Steel_Futures_HRC,1615.0
2021-12-29,Steel_Futures_HRC,1421.0
2021-12-30,Steel_Futures_HRC,1427.0
2021-12-31,Steel_Futures_HRC,1435.0
2022-01-03,Steel_Futures_HRC,1438.0
2022-01-04,Steel_Futures_HRC,1435.0
2022-01-05,Steel_Futures_HRC,1426.0
2022-01-06,Steel_Futures_HRC,1420.0
2022-01-07,Steel_Futures_HRC,1415.0
2022-01-10,Steel_Futures_HRC,1406.0
2022-01-11,Steel_Futures_HRC,1400.0
2022-01-12,Steel_Futures_HRC,1435.0
2022-01-13,Steel_Futures_HRC,1439.0
2022-01-14,Steel_Futures_HRC,1437.0
2022-01-18,Steel_Futures_HRC,1428.0
2022-01-19,Steel_Futures_HRC,1438.0
2022-01-20,Steel_Futures_HRC,1438.0
2022-01-21,Steel_Futures_HRC,1425.0
2022-01-24,Steel_Futures_HRC,1426.0
2022-01-25,Steel_Futures_HRC,1430.0
2022-01-26,Steel_Futures_HRC,1195.0
2022-01-27,Steel_Futures_HRC,1175.0
2022-01-28,Steel_Futures_HRC,1170.0
2022-01-31,Steel_Futures_HRC,1165.0
2022-02-01,Steel_Futures_HRC,1180.0
2022-02-02,Steel_Futures_HRC,1195.0
2022-02-03,Steel_Futures_HRC,1186.0
2022-02-04,Steel_Futures_HRC,1190.0
2022-02-07,Steel_Futures_HRC,1180.0
2022-02-08,Steel_Futures_HRC,1164.0
2022-02-09,Steel_Futures_HRC,1143.0
2022-02-10,Steel_Futures_HRC,1145.0
2022-02-11,Steel_Futures_HRC,1131.0
2022-02-14,Steel_Futures_HRC,1131.0
2022-02-15,Steel_Futures_HRC,1125.0
2022-02-16,Steel_Futures_HRC,1117.0
2022-02-17,Steel_Futures_HRC,1117.0
2022-02-18,Steel_Futures_HRC,1117.0
2022-02-22,Steel_Futures_HRC,1117.0
2022-02-23,Steel_Futures_HRC,990.0
2022-02-24,Steel_Futures_HRC,994.0
2022-02-25,Steel_Futures_HRC,1010.0
2022-02-28,Steel_Futures_HRC,1056.0
2022-03-01,Steel_Futures_HRC,1060.0
2022-03-02,Steel_Futures_HRC,1057.0
2022-03-03,Steel_Futures_HRC,1085.0
2022-03-04,Steel_Futures_HRC,1175.0
2022-03-07,Steel_Futures_HRC,1080.0
2022-03-08,Steel_Futures_HRC,1065.0
2022-03-09,Steel_Futures_HRC,1090.0
2022-03-10,Steel_Futures_HRC,1102.0
2022-03-11,Steel_Futures_HRC,1125.0
2022-03-14,Steel_Futures_HRC,1125.0
2022-03-15,Steel_Futures_HRC,1125.0
2022-03-16,Steel_Futures_HRC,1100.0
2022-03-17,Steel_Futures_HRC,1120.0
2022-03-18,Steel_Futures_HRC,1134.0
2022-03-21,Steel_Futures_HRC,1135.0
2022-03-22,Steel_Futures_HRC,1138.0
2022-03-23,Steel_Futures_HRC,1130.0
2022-03-24,Steel_Futures_HRC,1117.0
2022-03-25,Steel_Futures_HRC,1123.0
2022-03-28,Steel_Futures_HRC,1120.0
2022-03-29,Steel_Futures_HRC,1122.0
2022-03-30,Steel_Futures_HRC,1535.0
2022-03-31,Steel_Futures_HRC,1541.0
2022-04-01,Steel_Futures_HRC,1540.0
2022-04-04,Steel_Futures_HRC,1526.0
2022-04-05,Steel_Futures_HRC,1530.0
2022-04-06,Steel_Futures_HRC,1516.0
2022-04-07,Steel_Futures_HRC,1514.0
2022-04-08,Steel_Futures_HRC,1490.0
2022-04-11,Steel_Futures_HRC,1475.0
2022-04-12,Steel_Futures_HRC,1470.0
2022-04-13,Steel_Futures_HRC,1469.0
2022-04-14,Steel_Futures_HRC,1479.0
2022-04-18,Steel_Futures_HRC,1480.0
2022-04-19,Steel_Futures_HRC,1465.0
2022-04-20,Steel_Futures_HRC,1467.0
2022-04-21,Steel_Futures_HRC,1465.0
2022-04-22,Steel_Futures_HRC,1465.0
2022-04-25,Steel_Futures_HRC,1466.0
2022-04-26,Steel_Futures_HRC,1466.0
2022-04-27,Steel_Futures_HRC,1370.0
2022-04-28,Steel_Futures_HRC,1390.0
2022-04-29,Steel_Futures_HRC,1400.0
2022-05-02,Steel_Futures_HRC,1400.0
2022-05-03,Steel_Futures_HRC,1370.0
2022-05-04,Steel_Futures_HRC,1390.0
2022-05-05,Steel_Futures_HRC,1395.0
2022-05-06,Steel_Futures_HRC,1378.0
2022-05-09,Steel_Futures_HRC,1365.0
2022-05-10,Steel_Futures_HRC,1363.0
2022-05-11,Steel_Futures_HRC,1390.0
2022-05-12,Steel_Futures_HRC,1380.0
2022-05-13,Steel_Futures_HRC,1382.0
2022-05-16,Steel_Futures_HRC,1376.0
2022-05-17,Steel_Futures_HRC,1377.0
2022-05-18,Steel_Futures_HRC,1380.0
2022-05-19,Steel_Futures_HRC,1377.0
2022-05-20,Steel_Futures_HRC,1385.0
2022-05-23,Steel_Futures_HRC,1385.0
2022-05-24,Steel_Futures_HRC,1385.0
2022-05-25,Steel_Futures_HRC,1200.0
2022-05-26,Steel_Futures_HRC,1200.0
2022-05-27,Steel_Futures_HRC,1195.0
2022-05-31,Steel_Futures_HRC,1190.0
2022-06-01,Steel_Futures_HRC,1161.0
2022-06-02,Steel_Futures_HRC,1160.0
2022-06-03,Steel_Futures_HRC,1155.0
2022-06-06,Steel_Futures_HRC,1155.0
2022-06-07,Steel_Futures_HRC,1151.0
2022-06-08,Steel_Futures_HRC,1150.0
2022-06-09,Steel_Futures_HRC,1150.0
2022-06-10,Steel_Futures_HRC,1160.0
2022-06-13,Steel_Futures_HRC,1138.0
2022-06-14,Steel_Futures_HRC,1135.0
2022-06-15,Steel_Futures_HRC,1135.0
2022-06-16,Steel_Futures_HRC,1126.0
2022-06-17,Steel_Futures_HRC,1126.0
2022-06-21,Steel_Futures_HRC,1127.0
2022-06-22,Steel_Futures_HRC,1118.0
2022-06-23,Steel_Futures_HRC,1127.0
2022-06-24,Steel_Futures_HRC,1127.0
2022-06-27,Steel_Futures_HRC,1127.0
2022-06-28,Steel_Futures_HRC,1126.0
2022-06-29,Steel_Futures_HRC,945.0
2022-06-30,Steel_Futures_HRC,930.0
2022-07-01,Steel_Futures_HRC,930.0
2022-07-05,Steel_Futures_HRC,921.0
2022-07-06,Steel_Futures_HRC,923.0
2022-07-07,Steel_Futures_HRC,921.0
2022-07-08,Steel_Futures_HRC,917.0
2022-07-11,Steel_Futures_HRC,915.0
2022-07-12,Steel_Futures_HRC,910.0
2022-07-13,Steel_Futures_HRC,923.0
2022-07-14,Steel_Futures_HRC,917.0
2022-07-15,Steel_Futures_HRC,915.0
2022-07-18,Steel_Futures_HRC,915.0
2022-07-19,Steel_Futures_HRC,915.0
2022-07-20,Steel_Futures_HRC,915.0
2022-07-21,Steel_Futures_HRC,915.0
2022-07-22,Steel_Futures_HRC,923.0
2022-07-25,Steel_Futures_HRC,923.0
2022-07-26,Steel_Futures_HRC,918.0
2022-07-27,Steel_Futures_HRC,850.0
2022-07-28,Steel_Futures_HRC,854.0
2022-07-29,Steel_Futures_HRC,855.0
2022-08-01,Steel_Futures_HRC,832.0
2022-08-02,Steel_Futures_HRC,823.0
2022-08-03,Steel_Futures_HRC,819.0
2022-08-04,Steel_Futures_HRC,813.0
2022-08-05,Steel_Futures_HRC,818.0
2022-08-08,Steel_Futures_HRC,818.0
2022-08-09,Steel_Futures_HRC,827.0
2022-08-10,Steel_Futures_HRC,822.0
2022-08-11,Steel_Futures_HRC,815.0
2022-08-12,Steel_Futures_HRC,812.0
2022-08-15,Steel_Futures_HRC,803.0
2022-08-16,Steel_Futures_HRC,795.0
2022-08-17,Steel_Futures_HRC,795.0
2022-08-18,Steel_Futures_HRC,790.0
2022-08-19,Steel_Futures_HRC,787.0
2022-08-22,Steel_Futures_HRC,785.0
2022-08-23,Steel_Futures_HRC,784.0
2022-08-24,Steel_Futures_HRC,792.0
2022-08-25,Steel_Futures_HRC,793.0
2022-08-26,Steel_Futures_HRC,794.0
2022-08-29,Steel_Futures_HRC,792.0
2022-08-30,Steel_Futures_HRC,790.0
2022-08-31,Steel_Futures_HRC,780.0
2022-09-01,Steel_Futures_HRC,781.0
2022-09-02,Steel_Futures_HRC,780.0
2022-09-06,Steel_Futures_HRC,775.0
2022-09-07,Steel_Futures_HRC,800.0
2022-09-08,Steel_Futures_HRC,812.0
2022-09-09,Steel_Futures_HRC,818.0
2022-09-12,Steel_Futures_HRC,805.0
2022-09-13,Steel_Futures_HRC,805.0
2022-09-14,Steel_Futures_HRC,793.0
2022-09-15,Steel_Futures_HRC,800.0
2022-09-16,Steel_Futures_HRC,789.0
2022-09-19,Steel_Futures_HRC,787.0
2022-09-20,Steel_Futures_HRC,798.0
2022-09-21,Steel_Futures_HRC,798.0
2022-09-22,Steel_Futures_HRC,798.0
2022-09-23,Steel_Futures_HRC,802.0
2022-09-26,Steel_Futures_HRC,799.0
2022-09-27,Steel_Futures_HRC,802.0
2022-09-28,Steel_Futures_HRC,786.0
2022-09-29,Steel_Futures_HRC,783.0
2022-09-30,Steel_Futures_HRC,776.0
2022-10-03,Steel_Futures_HRC,770.0
